N,P,K,resistivitas,suhu,kelembapan,kesehatan_day,urea_bulk,TSP_bulk,KCL_bulk,urea_mat,TSP_mat,KCL_mat
266,14,109,98,20,96,0,0,63.04347826,141.6666667,0,58.69565217,121.6666667
93,5,91,127,18,75,0,71.73913043,82.60869565,171.6666667,54.34782609,78.26086957,151.6666667
230,18,107,180,22,76,1,0,54.34782609,145,0,50,125
119,17,199,162,18,83,0,15.2173913,56.52173913,0,0,52.17391304,0
99,5,94,182,23,95,0,58.69565217,82.60869565,166.6666667,41.30434783,78.26086957,146.6666667
410,13,99,119,18,74,1,0,65.21739130,158.3333333,0,60.86956522,138.3333333
254,6,50,126,23,95,0,0,80.43478261,240,0,76.08695652,220
420,11,174,175,21,78,1,0,69.56521739,33.33333333,0,65.2173913,13.33333333
292,19,78,181,18,83,0,0,52.17391304,193.3333333,0,47.82608696,173.3333333
243,16,158,134,21,91,0,0,58.69565217,60,0,54.34782609,40
98,15,199,96,20,70,1,60.86956522,60.86956522,0,43.47826087,56.52173913,0
241,20,77,111,20,79,0,0,50.00000000,195,0,45.65217391,175
165,13,171,170,23,95,0,0,65.21739130,38.33333333,0,60.86956522,18.33333333
145,13,166,96,20,82,0,0,65.21739130,46.66666667,0,60.86956522,26.66666667
318,15,161,130,19,71,0,0,60.86956522,55,0,56.52173913,35
159,17,186,142,21,92,0,0,56.52173913,13.33333333,0,52.17391304,0
82,9,60,137,22,87,0,95.65217391,73.91304348,223.3333333,78.26086957,69.56521739,203.3333333
137,8,48,152,22,96,0,0,76.08695652,243.3333333,0,71.73913043,223.3333333
168,14,62,150,18,91,0,0,63.04347826,220,0,58.69565217,200
76,20,179,99,23,88,0,108.6956522,50.00000000,25,91.30434783,45.65217391,5
375,18,125,124,20,92,0,0,54.34782609,115,0,50,95
363,8,60,134,20,94,0,0,76.08695652,223.3333333,0,71.73913043,203.3333333
164,6,175,129,22,75,1,0,80.43478261,31.66666667,0,76.08695652,11.66666667
254,5,71,101,20,71,1,0,82.60869565,205,0,78.26086957,185
352,19,194,106,18,91,0,0,52.17391304,0,0,47.82608696,0
112,10,178,139,22,85,0,30.43478261,71.73913043,26.66666667,13.04347826,67.39130435,6.666666667
319,9,63,102,18,86,0,0,73.91304348,218.3333333,0,69.56521739,198.3333333
266,9,116,144,23,84,0,0,73.91304348,130,0,69.56521739,110
130,19,70,136,20,84,0,0,52.17391304,206.6666667,0,47.82608696,186.6666667
398,20,146,131,20,83,0,0,50.00000000,80,0,45.65217391,60
56,5,120,147,19,82,0,152.173913,82.60869565,123.3333333,134.7826087,78.26086957,103.3333333
81,15,79,184,24,73,1,97.82608696,60.86956522,191.6666667,80.43478261,56.52173913,171.6666667
368,21,182,149,20,92,0,0,47.82608696,20,0,43.47826087,0
216,13,86,128,24,86,0,0,65.21739130,180,0,60.86956522,160
351,18,187,175,18,82,0,0,54.34782609,11.66666667,0,50,0
137,10,165,123,23,70,1,0,71.73913043,48.33333333,0,67.39130435,28.33333333
383,8,76,106,18,71,1,0,76.08695652,196.6666667,0,71.73913043,176.6666667
380,19,136,102,22,75,1,0,52.17391304,96.66666667,0,47.82608696,76.66666667
180,12,183,78,23,82,0,0,67.39130435,18.33333333,0,63.04347826,0
126,9,98,100,24,87,0,0,73.91304348,160,0,69.56521739,140
105,13,66,177,20,93,0,45.65217391,65.21739130,213.3333333,28.26086957,60.86956522,193.3333333
122,21,161,87,20,83,0,8.695652174,47.82608696,55,0,43.47826087,35
330,13,60,99,23,94,0,0,65.21739130,223.3333333,0,60.86956522,203.3333333
318,9,111,142,22,84,0,0,73.91304348,138.3333333,0,69.56521739,118.3333333
182,18,189,97,19,79,1,0,54.34782609,8.333333333,0,50,0
252,13,74,165,21,74,0,0,65.21739130,200,0,60.86956522,180
406,13,145,122,21,84,0,0,65.21739130,81.66666667,0,60.86956522,61.66666667
319,7,71,98,24,92,0,0,78.26086957,205,0,73.91304348,185
120,16,165,97,23,92,0,13.04347826,58.69565217,48.33333333,0,54.34782609,28.33333333
299,17,162,125,23,82,0,0,56.52173913,53.33333333,0,52.17391304,33.33333333
244,11,163,172,24,71,1,0,69.56521739,51.66666667,0,65.2173913,31.66666667
326,13,133,168,18,94,0,0,65.21739130,101.6666667,0,60.86956522,81.66666667
414,8,143,185,23,90,0,0,76.08695652,85,0,71.73913043,65
245,12,175,88,24,97,0,0,67.39130435,31.66666667,0,63.04347826,11.66666667
123,16,110,180,19,72,0,6.52173913,58.69565217,140,0,54.34782609,120
349,6,108,99,24,82,0,0,80.43478261,143.3333333,0,76.08695652,123.3333333
225,5,94,165,24,80,0,0,82.60869565,166.6666667,0,78.26086957,146.6666667
204,10,66,166,20,95,0,0,71.73913043,213.3333333,0,67.39130435,193.3333333
111,21,178,105,24,81,0,32.60869565,47.82608696,26.66666667,15.2173913,43.47826087,6.666666667
186,16,140,123,22,76,0,0,58.69565217,90,0,54.34782609,70
90,18,68,99,24,87,0,78.26086957,54.34782609,210,60.86956522,50,190
297,12,142,120,20,97,0,0,67.39130435,86.66666667,0,63.04347826,66.66666667
234,17,93,101,24,73,1,0,56.52173913,168.3333333,0,52.17391304,148.3333333
347,7,107,158,19,79,0,0,78.26086957,145,0,73.91304348,125
135,9,57,118,22,93,0,0,73.91304348,228.3333333,0,69.56521739,208.3333333
53,8,150,104,23,76,1,158.6956522,76.08695652,73.33333333,141.3043478,71.73913043,53.33333333
309,10,120,181,19,73,0,0,71.73913043,123.3333333,0,67.39130435,103.3333333
76,14,182,82,20,79,1,108.6956522,63.04347826,20,91.30434783,58.69565217,0
345,21,159,161,20,78,0,0,47.82608696,58.33333333,0,43.47826087,38.33333333
70,18,150,93,22,97,0,121.7391304,54.34782609,73.33333333,104.3478261,50,53.33333333
166,18,189,90,24,88,0,0,54.34782609,8.333333333,0,50,0
358,15,56,87,19,72,0,0,60.86956522,230,0,56.52173913,210
416,16,46,129,22,82,0,0,58.69565217,246.6666667,0,54.34782609,226.6666667
233,10,109,155,21,76,1,0,71.73913043,141.6666667,0,67.39130435,121.6666667
145,13,104,115,18,73,1,0,65.21739130,150,0,60.86956522,130
331,21,162,77,23,75,1,0,47.82608696,53.33333333,0,43.47826087,33.33333333
282,5,69,105,23,94,0,0,82.60869565,208.3333333,0,78.26086957,188.3333333
80,18,167,121,18,90,0,100,54.34782609,45,82.60869565,50,25
226,18,78,130,19,71,1,0,54.34782609,193.3333333,0,50,173.3333333
211,5,75,131,19,77,1,0,82.60869565,198.3333333,0,78.26086957,178.3333333
234,14,99,100,22,95,0,0,63.04347826,158.3333333,0,58.69565217,138.3333333
61,6,108,142,22,93,0,141.3043478,80.43478261,143.3333333,123.9130435,76.08695652,123.3333333
227,7,159,170,18,72,1,0,78.26086957,58.33333333,0,73.91304348,38.33333333
318,13,123,88,24,81,0,0,65.21739130,118.3333333,0,60.86956522,98.33333333
360,12,167,120,20,71,0,0,67.39130435,45,0,63.04347826,25
51,8,134,168,21,74,1,163.0434783,76.08695652,100,145.6521739,71.73913043,80
84,10,172,117,20,90,0,91.30434783,71.73913043,36.66666667,73.91304348,67.39130435,16.66666667
357,12,53,141,24,90,0,0,67.39130435,235,0,63.04347826,215
362,10,81,170,22,82,0,0,71.73913043,188.3333333,0,67.39130435,168.3333333
71,13,186,154,24,84,0,119.5652174,65.21739130,13.33333333,102.173913,60.86956522,0
130,20,163,124,18,86,0,0,50.00000000,51.66666667,0,45.65217391,31.66666667
127,9,96,105,24,78,1,0,73.91304348,163.3333333,0,69.56521739,143.3333333
85,13,190,79,19,76,0,89.13043478,65.21739130,6.666666667,71.73913043,60.86956522,0
300,7,44,86,19,78,0,0,78.26086957,250,0,73.91304348,230
343,16,68,156,24,83,0,0,58.69565217,210,0,54.34782609,190
290,20,140,181,21,91,0,0,50.00000000,90,0,45.65217391,70
246,20,109,122,21,77,1,0,50.00000000,141.6666667,0,45.65217391,121.6666667
362,17,151,158,20,83,0,0,56.52173913,71.66666667,0,52.17391304,51.66666667
389,18,193,114,20,78,1,0,54.34782609,1.666666667,0,50,0
74,21,197,124,23,85,0,113.0434783,47.82608696,0,95.65217391,43.47826087,0
95,8,42,133,24,77,1,67.39130435,76.08695652,253.3333333,50,71.73913043,233.3333333
249,17,46,108,21,79,1,0,56.52173913,246.6666667,0,52.17391304,226.6666667
354,20,128,122,21,76,0,0,50.00000000,110,0,45.65217391,90
345,12,150,180,23,82,0,0,67.39130435,73.33333333,0,63.04347826,53.33333333
387,12,158,176,21,77,1,0,67.39130435,60,0,63.04347826,40
149,21,65,157,22,84,0,0,47.82608696,215,0,43.47826087,195
81,15,97,124,22,82,0,97.82608696,60.86956522,161.6666667,80.43478261,56.52173913,141.6666667
340,10,114,129,20,90,0,0,71.73913043,133.3333333,0,67.39130435,113.3333333
122,7,92,139,18,97,0,8.695652174,78.26086957,170,0,73.91304348,150
365,16,117,138,24,72,1,0,58.69565217,128.3333333,0,54.34782609,108.3333333
351,16,109,93,20,77,1,0,58.69565217,141.6666667,0,54.34782609,121.6666667
325,20,197,82,18,76,0,0,50.00000000,0,0,45.65217391,0
142,9,72,135,21,93,0,0,73.91304348,203.3333333,0,69.56521739,183.3333333
156,8,84,89,18,70,1,0,76.08695652,183.3333333,0,71.73913043,163.3333333
284,21,196,93,24,91,0,0,47.82608696,0,0,43.47826087,0
161,17,113,95,19,70,0,0,56.52173913,135,0,52.17391304,115
205,18,86,154,19,90,0,0,54.34782609,180,0,50,160
269,8,84,91,19,73,1,0,76.08695652,183.3333333,0,71.73913043,163.3333333
141,20,136,151,19,79,0,0,50.00000000,96.66666667,0,45.65217391,76.66666667
199,15,59,146,23,96,0,0,60.86956522,225,0,56.52173913,205
372,9,154,76,23,90,0,0,73.91304348,66.66666667,0,69.56521739,46.66666667
101,20,169,116,18,81,0,54.34782609,50.00000000,41.66666667,36.95652174,45.65217391,21.66666667
367,17,164,132,20,70,1,0,56.52173913,50,0,52.17391304,30
414,9,129,104,18,75,1,0,73.91304348,108.3333333,0,69.56521739,88.33333333
145,17,41,172,20,89,0,0,56.52173913,255,0,52.17391304,235
69,15,110,114,24,97,0,123.9130435,60.86956522,140,106.5217391,56.52173913,120
265,8,131,97,20,86,0,0,76.08695652,105,0,71.73913043,85
67,6,94,119,24,71,0,128.2608696,80.43478261,166.6666667,110.8695652,76.08695652,146.6666667
388,15,187,182,20,74,1,0,60.86956522,11.66666667,0,56.52173913,0
68,10,186,117,19,89,0,126.0869565,71.73913043,13.33333333,108.6956522,67.39130435,0
269,17,163,104,19,93,0,0,56.52173913,51.66666667,0,52.17391304,31.66666667
197,16,104,120,24,82,0,0,58.69565217,150,0,54.34782609,130
402,10,92,80,24,74,1,0,71.73913043,170,0,67.39130435,150
66,15,112,127,18,82,0,130.4347826,60.86956522,136.6666667,113.0434783,56.52173913,116.6666667
243,14,164,89,23,93,0,0,63.04347826,50,0,58.69565217,30
335,5,96,131,23,86,0,0,82.60869565,163.3333333,0,78.26086957,143.3333333
342,14,155,79,18,70,1,0,63.04347826,65,0,58.69565217,45
216,14,158,77,21,87,0,0,63.04347826,60,0,58.69565217,40
413,9,103,94,21,94,0,0,73.91304348,151.6666667,0,69.56521739,131.6666667
160,18,49,132,19,90,0,0,54.34782609,241.6666667,0,50,221.6666667
188,6,89,171,19,87,0,0,80.43478261,175,0,76.08695652,155
289,12,125,118,22,70,1,0,67.39130435,115,0,63.04347826,95
193,11,137,117,22,88,0,0,69.56521739,95,0,65.2173913,75
112,14,85,173,20,97,0,30.43478261,63.04347826,181.6666667,13.04347826,58.69565217,161.6666667
240,18,64,75,19,88,0,0,54.34782609,216.6666667,0,50,196.6666667
155,11,141,129,19,70,0,0,69.56521739,88.33333333,0,65.2173913,68.33333333
168,16,78,114,19,83,0,0,58.69565217,193.3333333,0,54.34782609,173.3333333
284,11,45,139,24,84,0,0,69.56521739,248.3333333,0,65.2173913,228.3333333
122,18,110,118,23,97,0,8.695652174,54.34782609,140,0,50,120
52,21,174,125,21,78,1,160.8695652,47.82608696,33.33333333,143.4782609,43.47826087,13.33333333
258,7,107,174,21,83,0,0,78.26086957,145,0,73.91304348,125
400,17,98,172,22,78,1,0,56.52173913,160,0,52.17391304,140
289,8,55,92,22,93,0,0,76.08695652,231.6666667,0,71.73913043,211.6666667
316,21,136,132,21,89,0,0,47.82608696,96.66666667,0,43.47826087,76.66666667
168,12,146,145,21,79,1,0,67.39130435,80,0,63.04347826,60
390,18,161,86,23,86,0,0,54.34782609,55,0,50,35
182,5,157,156,23,81,0,0,82.60869565,61.66666667,0,78.26086957,41.66666667
184,8,182,179,23,92,0,0,76.08695652,20,0,71.73913043,0
70,10,102,95,18,91,0,121.7391304,71.73913043,153.3333333,104.3478261,67.39130435,133.3333333
95,8,64,170,22,92,0,67.39130435,76.08695652,216.6666667,50,71.73913043,196.6666667
233,11,51,164,24,76,1,0,69.56521739,238.3333333,0,65.2173913,218.3333333
218,7,143,119,22,97,0,0,78.26086957,85,0,73.91304348,65
383,21,82,163,20,86,0,0,47.82608696,186.6666667,0,43.47826087,166.6666667
165,10,89,173,21,88,0,0,71.73913043,175,0,67.39130435,155
198,9,99,91,18,92,0,0,73.91304348,158.3333333,0,69.56521739,138.3333333
396,11,142,89,19,70,0,0,69.56521739,86.66666667,0,65.2173913,66.66666667
199,9,180,183,24,81,0,0,73.91304348,23.33333333,0,69.56521739,3.333333333
186,9,117,82,19,70,1,0,73.91304348,128.3333333,0,69.56521739,108.3333333
128,13,93,130,19,77,0,0,65.21739130,168.3333333,0,60.86956522,148.3333333
417,18,55,126,24,75,1,0,54.34782609,231.6666667,0,50,211.6666667
169,13,70,75,19,74,1,0,65.21739130,206.6666667,0,60.86956522,186.6666667
61,18,123,130,18,85,0,141.3043478,54.34782609,118.3333333,123.9130435,50,98.33333333
267,13,165,153,18,77,1,0,65.21739130,48.33333333,0,60.86956522,28.33333333
352,8,162,166,21,82,0,0,76.08695652,53.33333333,0,71.73913043,33.33333333
132,17,134,111,20,79,1,0,56.52173913,100,0,52.17391304,80
161,20,187,163,21,90,0,0,50.00000000,11.66666667,0,45.65217391,0
88,6,128,128,19,95,0,82.60869565,80.43478261,110,65.2173913,76.08695652,90
304,6,110,142,20,81,0,0,80.43478261,140,0,76.08695652,120
342,15,151,148,24,94,0,0,60.86956522,71.66666667,0,56.52173913,51.66666667
252,6,46,177,22,90,0,0,80.43478261,246.6666667,0,76.08695652,226.6666667
408,11,116,164,24,89,0,0,69.56521739,130,0,65.2173913,110
306,8,91,162,21,89,0,0,76.08695652,171.6666667,0,71.73913043,151.6666667
190,16,200,153,20,82,0,0,58.69565217,0,0,54.34782609,0
375,10,99,178,22,74,1,0,71.73913043,158.3333333,0,67.39130435,138.3333333
144,18,174,112,24,78,1,0,54.34782609,33.33333333,0,50,13.33333333
53,10,152,158,24,87,0,158.6956522,71.73913043,70,141.3043478,67.39130435,50
175,10,181,161,22,78,1,0,71.73913043,21.66666667,0,67.39130435,1.666666667
269,18,66,81,21,86,0,0,54.34782609,213.3333333,0,50,193.3333333
201,15,145,75,20,80,0,0,60.86956522,81.66666667,0,56.52173913,61.66666667
245,21,42,140,24,70,0,0,47.82608696,253.3333333,0,43.47826087,233.3333333
283,6,98,184,20,76,1,0,80.43478261,160,0,76.08695652,140
269,13,49,98,22,93,0,0,65.21739130,241.6666667,0,60.86956522,221.6666667
46,18,66,182,20,78,0,173.9130435,54.34782609,213.3333333,156.5217391,50,193.3333333
386,18,57,120,22,90,0,0,54.34782609,228.3333333,0,50,208.3333333
284,10,71,106,22,91,0,0,71.73913043,205,0,67.39130435,185
371,17,142,91,21,71,0,0,56.52173913,86.66666667,0,52.17391304,66.66666667
111,21,172,179,24,90,0,32.60869565,47.82608696,36.66666667,15.2173913,43.47826087,16.66666667
210,18,167,136,18,82,0,0,54.34782609,45,0,50,25
212,19,193,111,20,77,1,0,52.17391304,1.666666667,0,47.82608696,0
371,8,124,167,18,79,1,0,76.08695652,116.6666667,0,71.73913043,96.66666667
193,6,94,104,21,77,1,0,80.43478261,166.6666667,0,76.08695652,146.6666667
54,14,157,182,18,78,0,156.5217391,63.04347826,61.66666667,139.1304348,58.69565217,41.66666667
322,11,156,88,24,87,0,0,69.56521739,63.33333333,0,65.2173913,43.33333333
195,17,49,112,19,95,0,0,56.52173913,241.6666667,0,52.17391304,221.6666667
114,7,171,122,20,92,0,26.08695652,78.26086957,38.33333333,8.695652174,73.91304348,18.33333333
331,15,72,87,23,72,1,0,60.86956522,203.3333333,0,56.52173913,183.3333333
274,10,57,117,21,75,0,0,71.73913043,228.3333333,0,67.39130435,208.3333333
57,13,80,107,23,83,0,150,65.21739130,190,132.6086957,60.86956522,170
277,12,170,91,24,72,0,0,67.39130435,40,0,63.04347826,20
369,6,120,75,23,74,0,0,80.43478261,123.3333333,0,76.08695652,103.3333333
301,10,40,173,22,95,0,0,71.73913043,256.6666667,0,67.39130435,236.6666667
66,21,185,160,19,77,1,130.4347826,47.82608696,15,113.0434783,43.47826087,0
330,17,118,179,22,81,0,0,56.52173913,126.6666667,0,52.17391304,106.6666667
76,11,150,138,19,86,0,108.6956522,69.56521739,73.33333333,91.30434783,65.2173913,53.33333333
158,7,145,105,23,83,0,0,78.26086957,81.66666667,0,73.91304348,61.66666667
79,20,173,133,18,78,0,102.173913,50.00000000,35,84.7826087,45.65217391,15
47,6,79,170,18,93,0,171.7391304,80.43478261,191.6666667,154.3478261,76.08695652,171.6666667
127,6,114,75,20,81,0,0,80.43478261,133.3333333,0,76.08695652,113.3333333
330,16,142,124,19,90,0,0,58.69565217,86.66666667,0,54.34782609,66.66666667
305,9,72,85,18,71,1,0,73.91304348,203.3333333,0,69.56521739,183.3333333
307,15,168,75,19,90,0,0,60.86956522,43.33333333,0,56.52173913,23.33333333
262,6,104,81,21,81,0,0,80.43478261,150,0,76.08695652,130
254,15,132,113,22,88,0,0,60.86956522,103.3333333,0,56.52173913,83.33333333
222,8,145,158,20,87,0,0,76.08695652,81.66666667,0,71.73913043,61.66666667
348,16,79,149,22,87,0,0,58.69565217,191.6666667,0,54.34782609,171.6666667
374,12,167,100,18,87,0,0,67.39130435,45,0,63.04347826,25
284,17,139,159,20,87,0,0,56.52173913,91.66666667,0,52.17391304,71.66666667
111,18,106,111,19,80,0,32.60869565,54.34782609,146.6666667,15.2173913,50,126.6666667
368,21,142,103,23,88,0,0,47.82608696,86.66666667,0,43.47826087,66.66666667
115,9,66,113,21,86,0,23.91304348,73.91304348,213.3333333,6.52173913,69.56521739,193.3333333
149,15,115,143,24,90,0,0,60.86956522,131.6666667,0,56.52173913,111.6666667
236,11,117,142,21,70,1,0,69.56521739,128.3333333,0,65.2173913,108.3333333
378,20,126,112,21,91,0,0,50.00000000,113.3333333,0,45.65217391,93.33333333
344,18,131,128,24,91,0,0,54.34782609,105,0,50,85
97,17,140,165,22,91,0,63.04347826,56.52173913,90,45.65217391,52.17391304,70
155,20,197,99,24,93,0,0,50.00000000,0,0,45.65217391,0
58,19,194,106,23,93,0,147.826087,52.17391304,0,130.4347826,47.82608696,0
71,15,101,149,20,84,0,119.5652174,60.86956522,155,102.173913,56.52173913,135
322,9,191,111,22,78,1,0,73.91304348,5,0,69.56521739,0
55,9,192,120,21,75,0,154.3478261,73.91304348,3.333333333,136.9565217,69.56521739,0
110,21,158,81,21,76,1,34.7826087,47.82608696,60,17.39130435,43.47826087,40
310,11,138,104,23,86,0,0,69.56521739,93.33333333,0,65.2173913,73.33333333
366,19,74,128,19,70,0,0,52.17391304,200,0,47.82608696,180
203,7,82,158,18,95,0,0,78.26086957,186.6666667,0,73.91304348,166.6666667
113,5,144,114,20,78,1,28.26086957,82.60869565,83.33333333,10.86956522,78.26086957,63.33333333
70,6,119,157,18,71,1,121.7391304,80.43478261,125,104.3478261,76.08695652,105
163,20,152,99,23,89,0,0,50.00000000,70,0,45.65217391,50
47,17,137,162,20,73,0,171.7391304,56.52173913,95,154.3478261,52.17391304,75
384,19,145,150,21,88,0,0,52.17391304,81.66666667,0,47.82608696,61.66666667
127,18,64,114,23,71,1,0,54.34782609,216.6666667,0,50,196.6666667
402,10,76,142,20,83,0,0,71.73913043,196.6666667,0,67.39130435,176.6666667
301,13,45,119,24,72,1,0,65.21739130,248.3333333,0,60.86956522,228.3333333
232,15,49,156,19,87,0,0,60.86956522,241.6666667,0,56.52173913,221.6666667
262,10,137,142,24,95,0,0,71.73913043,95,0,67.39130435,75
145,21,158,103,20,79,1,0,47.82608696,60,0,43.47826087,40
176,16,107,170,18,74,0,0,58.69565217,145,0,54.34782609,125
144,6,127,129,24,97,0,0,80.43478261,111.6666667,0,76.08695652,91.66666667
90,8,184,172,24,88,0,78.26086957,76.08695652,16.66666667,60.86956522,71.73913043,0
302,11,186,153,21,73,1,0,69.56521739,13.33333333,0,65.2173913,0
323,19,179,93,19,72,1,0,52.17391304,25,0,47.82608696,5
159,7,95,94,22,78,0,0,78.26086957,165,0,73.91304348,145
134,14,54,87,24,84,0,0,63.04347826,233.3333333,0,58.69565217,213.3333333
81,5,88,75,18,95,0,97.82608696,82.60869565,176.6666667,80.43478261,78.26086957,156.6666667
221,10,189,156,24,81,0,0,71.73913043,8.333333333,0,67.39130435,0
204,14,67,160,19,70,1,0,63.04347826,211.6666667,0,58.69565217,191.6666667
317,21,174,121,18,85,0,0,47.82608696,33.33333333,0,43.47826087,13.33333333
287,18,147,79,24,96,0,0,54.34782609,78.33333333,0,50,58.33333333
318,12,157,155,20,71,0,0,67.39130435,61.66666667,0,63.04347826,41.66666667
266,21,192,161,21,76,1,0,47.82608696,3.333333333,0,43.47826087,0
175,20,142,77,19,71,1,0,50.00000000,86.66666667,0,45.65217391,66.66666667
208,6,58,173,18,80,0,0,80.43478261,226.6666667,0,76.08695652,206.6666667
204,16,120,79,19,70,1,0,58.69565217,123.3333333,0,54.34782609,103.3333333
66,18,48,176,22,93,0,130.4347826,54.34782609,243.3333333,113.0434783,50,223.3333333
160,15,194,152,19,94,0,0,60.86956522,0,0,56.52173913,0
113,5,128,183,24,86,0,28.26086957,82.60869565,110,10.86956522,78.26086957,90
263,18,99,75,18,74,1,0,54.34782609,158.3333333,0,50,138.3333333
364,20,183,115,19,84,0,0,50.00000000,18.33333333,0,45.65217391,0
262,18,174,84,19,76,1,0,54.34782609,33.33333333,0,50,13.33333333
92,11,124,181,20,87,0,73.91304348,69.56521739,116.6666667,56.52173913,65.2173913,96.66666667
63,11,194,163,23,85,0,136.9565217,69.56521739,0,119.5652174,65.2173913,0
304,21,103,185,22,82,0,0,47.82608696,151.6666667,0,43.47826087,131.6666667
262,12,193,181,20,80,0,0,67.39130435,1.666666667,0,63.04347826,0
294,10,141,176,18,93,0,0,71.73913043,88.33333333,0,67.39130435,68.33333333
394,8,68,77,20,96,0,0,76.08695652,210,0,71.73913043,190
293,20,157,176,20,83,0,0,50.00000000,61.66666667,0,45.65217391,41.66666667
287,10,123,144,22,83,0,0,71.73913043,118.3333333,0,67.39130435,98.33333333
294,7,69,80,22,74,1,0,78.26086957,208.3333333,0,73.91304348,188.3333333
85,21,46,163,24,89,0,89.13043478,47.82608696,246.6666667,71.73913043,43.47826087,226.6666667
352,10,114,162,20,81,0,0,71.73913043,133.3333333,0,67.39130435,113.3333333
342,5,79,180,20,93,0,0,82.60869565,191.6666667,0,78.26086957,171.6666667
328,15,120,86,22,79,1,0,60.86956522,123.3333333,0,56.52173913,103.3333333
289,14,157,80,18,88,0,0,63.04347826,61.66666667,0,58.69565217,41.66666667
76,19,56,173,19,75,0,108.6956522,52.17391304,230,91.30434783,47.82608696,210
96,17,66,126,20,88,0,65.2173913,56.52173913,213.3333333,47.82608696,52.17391304,193.3333333
359,8,132,105,24,87,0,0,76.08695652,103.3333333,0,71.73913043,83.33333333
259,16,43,101,22,73,0,0,58.69565217,251.6666667,0,54.34782609,231.6666667
324,11,160,170,24,78,0,0,69.56521739,56.66666667,0,65.2173913,36.66666667
294,21,125,103,19,82,0,0,47.82608696,115,0,43.47826087,95
290,16,110,100,24,78,0,0,58.69565217,140,0,54.34782609,120
49,18,191,90,21,73,0,167.3913043,54.34782609,5,150,50,0
399,8,135,120,23,91,0,0,76.08695652,98.33333333,0,71.73913043,78.33333333
306,10,161,88,20,79,1,0,71.73913043,55,0,67.39130435,35
104,7,165,113,18,90,0,47.82608696,78.26086957,48.33333333,30.43478261,73.91304348,28.33333333
172,13,135,115,22,97,0,0,65.21739130,98.33333333,0,60.86956522,78.33333333
371,18,175,91,24,73,1,0,54.34782609,31.66666667,0,50,11.66666667
328,21,71,108,24,81,0,0,47.82608696,205,0,43.47826087,185
265,7,78,139,21,95,0,0,78.26086957,193.3333333,0,73.91304348,173.3333333
264,14,109,155,21,95,0,0,63.04347826,141.6666667,0,58.69565217,121.6666667
411,10,76,134,20,93,0,0,71.73913043,196.6666667,0,67.39130435,176.6666667
71,17,140,166,19,73,1,119.5652174,56.52173913,90,102.173913,52.17391304,70
84,18,43,96,19,92,0,91.30434783,54.34782609,251.6666667,73.91304348,50,231.6666667
348,19,100,117,24,92,0,0,52.17391304,156.6666667,0,47.82608696,136.6666667
221,16,114,85,20,75,0,0,58.69565217,133.3333333,0,54.34782609,113.3333333
196,21,98,111,23,84,0,0,47.82608696,160,0,43.47826087,140
363,15,82,83,23,73,0,0,60.86956522,186.6666667,0,56.52173913,166.6666667
225,6,146,172,22,72,0,0,80.43478261,80,0,76.08695652,60
272,11,111,100,18,80,0,0,69.56521739,138.3333333,0,65.2173913,118.3333333
234,18,69,134,22,95,0,0,54.34782609,208.3333333,0,50,188.3333333
277,13,177,157,24,79,1,0,65.21739130,28.33333333,0,60.86956522,8.333333333
297,20,66,170,21,78,1,0,50.00000000,213.3333333,0,45.65217391,193.3333333
410,18,169,117,22,94,0,0,54.34782609,41.66666667,0,50,21.66666667
81,13,178,90,23,87,0,97.82608696,65.21739130,26.66666667,80.43478261,60.86956522,6.666666667
313,14,148,142,24,90,0,0,63.04347826,76.66666667,0,58.69565217,56.66666667
154,7,71,103,19,88,0,0,78.26086957,205,0,73.91304348,185
331,10,46,158,22,97,0,0,71.73913043,246.6666667,0,67.39130435,226.6666667
337,14,102,97,20,71,1,0,63.04347826,153.3333333,0,58.69565217,133.3333333
332,20,62,75,18,94,0,0,50.00000000,220,0,45.65217391,200
322,12,157,104,24,86,0,0,67.39130435,61.66666667,0,63.04347826,41.66666667
376,19,170,153,21,80,0,0,52.17391304,40,0,47.82608696,20
202,10,104,121,24,78,1,0,71.73913043,150,0,67.39130435,130
118,18,105,113,20,96,0,17.39130435,54.34782609,148.3333333,0,50,128.3333333
337,12,191,77,21,80,0,0,67.39130435,5,0,63.04347826,0
93,15,167,126,21,79,0,71.73913043,60.86956522,45,54.34782609,56.52173913,25
293,13,156,175,18,71,1,0,65.21739130,63.33333333,0,60.86956522,43.33333333
280,9,145,144,18,78,1,0,73.91304348,81.66666667,0,69.56521739,61.66666667
249,8,139,143,21,95,0,0,76.08695652,91.66666667,0,71.73913043,71.66666667
275,18,126,99,21,79,1,0,54.34782609,113.3333333,0,50,93.33333333
257,20,163,178,19,92,0,0,50.00000000,51.66666667,0,45.65217391,31.66666667
40,12,111,82,20,97,0,186.9565217,67.39130435,138.3333333,169.5652174,63.04347826,118.3333333
325,11,150,91,23,84,0,0,69.56521739,73.33333333,0,65.2173913,53.33333333
356,16,168,115,23,80,0,0,58.69565217,43.33333333,0,54.34782609,23.33333333
53,21,124,126,22,83,0,158.6956522,47.82608696,116.6666667,141.3043478,43.47826087,96.66666667
358,18,128,156,23,91,0,0,54.34782609,110,0,50,90
49,15,181,94,23,86,0,167.3913043,60.86956522,21.66666667,150,56.52173913,1.666666667
159,16,186,135,21,83,0,0,58.69565217,13.33333333,0,54.34782609,0
